XD	100001011001001011100
XE	101011011110110
XZ	100001011001001011101
XX	10000101100100101111
R	011001
XR	1110101100001101111
XS	10000101100111001
XP	0101001110011111011
XQ	0001010101001000010010
XV	000101010100100001010
XW	0101111100111111
XT	111010110000111
XU	0100011011010101
KC	111110011110111000
KB	101001001010011
KA	101100011
KG	1010110111100111001
KF	0100011011010100
KE	111010111
KD	11001110111100100
KK	00110001101101
KJ	11011011011010001
KI	111001111
KH	11001111110
KO	001101101
KN	011000011010
KM	0101100110100
KL	10110011110
KS	01101111110
KR	10110000111
KQ	111010110000110100101
KP	11011011011010000
KW	11101011000010
KV	01100001101110001
KU	10100100100
KT	1111101101001110
KZ	000101010100101100
KY	111100111111
KX	10111010001010110000
DN	100110100011
DO	10011101
DL	101110010011
DM	1111001101101
DJ	10001111111110
DK	110011101111011
DH	0101001110000
DI	00100000
DF	01010011100110
DG	100001011000
DD	01110100000
DE	11111110
DB	11001001110010
DC	1010010010100011
DA	11100001
Q 	11101011000011010101100
XI	1011101000100
DZ	0101111100101
F.	11101011000011000111100
DX	11101011000011000111011
DY	10110011111
DV	001100011010001
DW	11110011010
DT	110010010101
DU	1001110001
DR	100011100
DS	01110110010
DP	110100011011100110
DQ	01011111001110011
VH	1000010110010010110
M	01111000
QQ	011101100111010100
QP	11101011000011010111001
QS	0011000110110011110
QR	1010110111100111000
QU	1001101110
QT	111010110000110101111
QW	100001011001001010100
QV	1000010110010010100
QY	11101011000011010111011
QX	11101011000011010111010
QZ	111010110000110110000
D 	10011100001011
QA	111110011110110
QC	11101011000011010101101
QB	11001110111100101
QE	100011111111110110
QD	100001011001000101011
QG	11101011000011010101111
QF	11101011000011010101110
QI	001100011010010
QH	1110101100001101011000
QK	11101011000011010110011
QJ	11101011000011010110010
QM	0001010101001000011
QL	111010110000110101101
QO	1100110110101000111
QN	11101011000011010111000
WG	000101010100100000
WF	011101100111011
WE	1111101001
WD	00010101000111
WC	1111101101001101
WB	0111100101011101
WA	111111111
O.	11101011000011010011011
WO	11110010010
JU	1110010000
WM	011011111111111
WL	0111010000110
WK	111100110110010
WJ	10000101100100101011
WI	00110000
WH	101001000101
JL	10001111111100110
JM	0011000110111111
WU	01101100101101
JO	10101010
WS	10111100111
JI	01011000011
JJ	0111011001110100
JK	1111001101100011
JD	1001110000110101
JE	010110001
JF	11101011000011010001010
JG	10000101100100010100
JA	111111110
WY	0101100110011
JC	1111001101100010
.S	11101011000011000010000
11	10000101100100010001
T/	11101011000011011001101
H	0000000
X	10010111000
BK	1000111111111100
W 	01110100001110011
W,	11101011000011011011010
J.	11101011000011010001001
J 	111010110000110100011
BQ	11101011000011000100110
PR	11001111111
PS	110110110111
PP	10011100000
PQ	11101011000011010011100
PV	1110101100001101001111
PW	001100011011001110
PT	10011100001010
PU	100101110011
PZ	111010110000110101010
PX	11101011000011010011101
PY	110010010011000
PB	00100011011011
PC	101010011011000
3	111010110000110000110
PA	01101110
PF	0101111100100
PG	000101010100101101
PD	01010011100111111
PE	111011100
PJ	10111010001010110001
PK	10101001101101
PH	110011100
PI	0111011011
PN	1000111111110010
PO	1000111101
PL	110010010100
PM	100001011001101
0R	11101011000011000010100
C	1001011101
0C	11101011000011000010011
S	100010
P 	01011001100101110
WQ	1110101100001101101110
,	011011111111110011110
O,	11101011000011010011010
L�	11101011000011010011000
VX	11101011000011011011001
C 	0011000110100111
.	101011011110011111
CK	111001011
CJ	000101010100100010
CI	101110101
CH	1111011
CO	111110111
CN	101111001101111
CM	110100011011101
CL	1011000010
CC	10110001010
CB	0011000110110010
CA	10101100
CG	10101001100010
CF	1010010010100001
CE	00010100
N	110111
CZ	110011011110
CY	00101111000
CX	11101011000011000111000
CS	01110110011110
CR	11110011000
CQ	1111100111111
CP	0101100110010110
CW	11110011011110000
CV	00110001101100110
CU	10001111101
CT	00110001110
6O	11101011000011000011110
CD	10101001100011
/A	11101011000011000010010
V 	1110101100001101101000
I5	11101011000011010001000
I 	10011100001100
IY	0111100101010
IX	010100111011
VB	10111010001010110010
IZ	0100011010
VD	10000101100111000
VE	111011101
VF	11101011000011011010010
VG	011101100111010101
I	11011010
IP	11010011100
IS	0000010
IR	110011001
IU	011011111110
IT	01000111
IW	00010101010011
IV	0101100101
II	1100100111011
IH	1000010110110
IK	0010100110
IJ	0101001110001
IM	100000011
IL	0101011
IO	100110101
IN	010000
IA	0101101
VY	01011001100100
IC	0110101
IB	10111010000
IE	11011001
ID	110011110
IG	010111011
IF	10011010000
1	10000101100100010000
BD	00010101001
BE	1100101
BF	11101011000011000110
BG	1110101100001100100
BA	10100101
BB	10001111100
BC	0001010101001010
BL	0011000101
BM	10100100101000001
BN	101110100010100
BO	101010010
BH	10101101111000
BI	1111100110
BJ	1010100110110010
O 	001100011000
BT	0101111100111110
BU	1011000000
BV	101010011011001101
BW	1110101100001100101
BP	11101011000011000100101
40	11101011000011000010110
BR	101010001
BS	1111100111100
A.	00110001101100111110
BX	11101011000011000100111
BY	01111001011
BZ	111010110000110011
4	100001011001000100100
5	11101011000011000011100
D	1111010
T	1100011
B 	101110100010101110
XY	01101111111111001110
OO	1100111010
ON	1111110
OM	00101100
OL	10101011
OK	01011111000
OJ	1001101000100
OI	10100100011
OH	100111101
OG	0101100000
OF	10001111110
OE	0101111101
OD	010001011
OC	0101100111
OB	10110010
OA	10110000110
OZ	01100001000
OY	1011110010
OX	1000010110100
OW	001000101
OV	0101110000
OU	00000010
OT	010111001
OS	11010010
OR	1000110
OQ	100111000011011
OP	0111011000
HZ	01111001010111001
HX	11101011000011000111111
HY	11101101011
HR	1010010011
HS	0111101011110
HP	10000101100100100
HQ	10000101100100010011
HV	1001110000110100
HW	000101010000
HT	01100001001
HU	011011010
HJ	0001010101001001
HK	01111010111111
HH	011000011011101
HI	00100001
HN	011000111
HO	10000100
HL	11110011101
HM	0010110101
HB	10111100110110
E	110000
HA	000110
HF	011011111111100
U 	101011011110010
HD	01010011101001
HE	0101010
FK	1111001101111001
/	11101011000011000010001
?	111010110000110001000
O	1010011
T.	11101011000011011001100
UY	101001000100
UX	1011100100101
UZ	01100001100
UU	1101101101101001
UT	1011100101
UW	101111001101110
UV	0001010101000
UQ	011101000011111
UP	111110110101
US	111011011
UR	00101000
UM	0111010010
UL	01010001
UO	0101100110101
UN	100110110
UI	001000111
UH	110011011111
UK	111011010100
UJ	0001010100010
UE	111110010
AU	10000000
UG	1011101001
UF	00010101011
UA	1000111100
UC	1001000101
UB	0010110100
H7	11101011000011000111110
4I	11101011000011000010111
NH	110011101110
NI	10111101
NJ	1101101101100
NK	001000100
NL	010110010000
NM	11010001101111
NN	01100010
NO	01010000
. 	111010110000110000010
NA	0110100
NB	01000110111
NC	110011000
ND	11100110
NE	1100010
NF	1101000110110
NG	01111011
NX	11101011000011010100
NY	11111011011
NZ	0101001101
NP	110011101111101
NQ	1111100111101111
NR	01011000010
NS	111001010
NT	00101110
NU	11001001011
NV	01101100101100
NW	11110011011100
D.	11101011000011000111001
.M	11101011000011000001101
.O	11101011000011000001110
N 	101100010110
VN	0101111100111000
J	1111001000
.F	11101011000011000001100
.R	11101011000011000001111
Z	10011001
�O	0001010101001000010111
HC	001100011010000
A 	101010011010
TZ	1001101111
TX	100001011001001010101
TY	10011100110
TV	1111001101100000
TW	11110011011101
TT	00101011
TU	11001101110
TR	100011101
TS	11011011010
TP	0110000110111001
HG	10000101100100011
TN	1110101100000
TO	10010000
TL	110011101101
TM	001000110111
TJ	1111001101111010
TK	1100100111010
TH	0011001
TI	01110011
TF	110010010011001
TG	111110110100101
TD	101011011110011101
TE	0001011
TB	1111101101001100
TC	110011011011
TA	01110111
AA	01101111100
AC	110010001
AB	101110011
AE	001011111
AD	01011110
AG	010001100
AF	0010111101
AI	100111100
AH	110010000
AK	1101101100
AJ	111100111110
AM	0111000
AL	1111000
AO	100101110010
AN	110101
AQ	1001101000101
AP	0010001100
AS	11111000
AR	01001
U	0110110110
AT	01110101
AW	0101001111
AV	101110001
AY	110100010
AX	011011001010
AZ	1001110010
T 	0101001110101
TQ	1110101100001101100111
D0	11101011000011000111010
VK	11110011011110001
